S.No.,DISTRICT,Office Type,Office Name,Email Address (only NIC/ Gov email id),(CUG Number)
623,GAUTAM BUDH NAGAR PS,,BISRAKH,sho-bisrakh.gb@up.gov.in,8595902546
624,GAUTAM BUDH NAGAR PS,,DADRI,sho-dadri.gb@up.gov.in,8595902549
625,GAUTAM BUDH NAGAR PS,,DANKAUR,sho-dankaur.gb@up.gov.in,8595902544
626,GAUTAM BUDH NAGAR PS,,JARCHA,sho-jarcha.gb@up.gov.in,8595902550
627,GAUTAM BUDH NAGAR PS,,JEWAR,sho-jewar.gb@up.gov.in,8595902551
628,GAUTAM BUDH NAGAR PS,,KASNA/BEETA 2,sho-beta2.gb@up.gov.in,8595902541
629,GAUTAM BUDH NAGAR PS,,ECOTECH-3,sho-ecotech3.gb@up.gov.in,8595902548
630,GAUTAM BUDH NAGAR PS,,KNOWLEDGE PARK,sho-knowledgepark.gb@up.gov.in,8595902542
631,GAUTAM BUDH NAGAR PS,,PHASE-3,sho-phase3.gb@up.gov.in,8595902536
632,GAUTAM BUDH NAGAR PS,,EXPRESSWAY,sho-expressway.gb@up.gov.in,8595902533
633,GAUTAM BUDH NAGAR PS,,RABUPURA,sho-rabupura.gb@up.gov.in,8595902552
634,GAUTAM BUDH NAGAR PS,,SURAJPUR,sho-surajpur.gb@up.gov.in,8595902540
635,GAUTAM BUDH NAGAR PS,,GREATER NOIDA / KASNA,sho-kasna.gb@up.gov.in,8595902543
636,GAUTAM BUDH NAGAR PS,,MAHILA THANA,sho-mahilathana.gb@up.gov.in,8595902539
637,GAUTAM BUDH NAGAR PS,,BADALPUR,sho-badalpur.gb@up.gov.in,8595902547
638,GAUTAM BUDH NAGAR PS,,ECOTECH -1,sho-ecotech1.gb@up.gov.in,8595902545
639,GAUTAM BUDH NAGAR PS,,NOIDA SECTOR-20,sho-sector20.gb@up.gov.in,8595902530
640,GAUTAM BUDH NAGAR PS,,NOIDA SECTOR-24,sho-sector24.gb@up.gov.in,8595902534
641,GAUTAM BUDH NAGAR PS,,NOIDA SECTOR-39,sho-sector39.gb@up.gov.in,8595902532
642,GAUTAM BUDH NAGAR PS,,NOIDA SECTOR-49,sho-sector49.gb@up.gov.in,8595902537
643,GAUTAM BUDH NAGAR PS,,NOIDA SECTOR-58,sho-sector58.gb@up.gov.in,8595902535
644,GAUTAM BUDH NAGAR PS,,PHASE-2,sho-phase2.gb@up.gov.in,8595902538
645,GHAZIABAD PS,,KHODA,so-khoda.gz@up.gov.in,9643322922
646,GHAZIABAD PS,,TRONICA CITY,so-tronicacity.gz@up.gov.in,9643322927
647,GHAZIABAD PS,,LONI BORDER,so-loniborder.gz@up.gov.in,9643322926
648,GHAZIABAD PS,,MAHILA THANA,so-mahilathana.gz@up.gov.in,9643322933
649,GHAZIABAD PS,,BHOJPUR,so-bhojpur.gz@up.gov.in,9643322931
650,GHAZIABAD PS,,GHAZIABAD KOTWALI,so-kotwali.gz@up.gov.in,9643322917
651,GHAZIABAD PS,,TEELAMOD,so-teelamod.gz@up.gov.in,9643208961
652,GHAZIABAD PS,,KAUSHAMBI,so-kaushambi.gz@up.gov.in,9643208965
653,GHAZIABAD PS,,MASURI,so-masuri.gz@up.gov.in,9643322928
654,GHAZIABAD PS,,NIWARI,so-niwari.gz@up.gov.in,9643322932
655,GHAZIABAD PS,,SAHIBABAD,so-sahibabad.gz@up.gov.in,9643322923
656,GHAZIABAD PS,,SIHANI GATE,so-sihanigate.gz@up.gov.in,9643322919
657,GHAZIABAD PS,,VIJAY NAGAR,so-vijaynagar.gz@up.gov.in,9643322918
658,GHAZIABAD GRP PS,,GRP GHAZIABAD,so-grpghaziabad.gz@up.gov.in,9454404447
659,GHAZIABAD PS,,INDRAPURAM,so-indrapuram.gz@up.gov.in,9643322921
660,GHAZIABAD PS,,KAVI NAGAR,so-kavinagar.gz@up.gov.in,9643322920
661,GHAZIABAD PS,,LINK ROAD,so-linkroad.gz@up.gov.in,9643322924
662,GHAZIABAD PS,,LONI,so-loni.gz@up.gov.in,9643322925
663,GHAZIABAD PS,,MODI NAGAR,so-modinagar.gz@up.gov.in,9643322930
664,GHAZIABAD PS,,MURAD NAGAR,so-muradnagar.gz@up.gov.in,9643322929
665,GHAZIPUR PS,,BADESAR,so-badesar.gp@up.gov.in,9454403442
666,GHAZIPUR PS,,BHANWARKOL,so-bhawarkol.gp@up.gov.in,9454403444
667,GHAZIPUR PS,,BHUDKUDA,so-bhudkuda.gp@up.gov.in,9454403445
668,GHAZIPUR PS,,BIRNO,so-birno.gp@up.gov.in,9454403446
669,GHAZIPUR PS,,DULLAHPUR,so-dullahpur.gp@up.gov.in,9454403448
670,GHAZIPUR PS,,DILDARNAGAR,so-dildarnagar.gp@up.gov.in,9454403447
671,GHAZIPUR PS,,REWTIPUR,so-revatipur.gp@up.gov.in,9454403465
672,GHAZIPUR PS,,NAGASARHALT,so-nagsarhalt.gp@up.gov.in,9454403466
673,GHAZIPUR GRP PS,,GRP GHAZIPUR,so-grp.gp@up.gov.in,9454458064
674,GHAZIPUR PS,,SHADIABAD,so-shadiyabad.gp@up.gov.in,9454403462
675,GHAZIPUR PS,,SUHWAL,so-suhwal.gp@up.gov.in,9454403464
676,GHAZIPUR PS,,KHANPUR,so-khanpur.gp@up.gov.in,9454403455
677,GHAZIPUR PS,,BAHARIYABAD,so-bahriyabad.gp@up.gov.in,9454403443
678,GHAZIPUR PS,,JAMANIA,so-jamania.gp@up.gov.in,9454403450
679,GHAZIPUR PS,,MAHILA THANA,so-mahilathana.gp@up.gov.in,9454404886
680,GHAZIPUR PS,,MOHAMMADABAD,so-mohmmdabad.gp@up.gov.in,9454403458
681,GHAZIPUR PS,,NANDGANJ,so-nandganj.gp@up.gov.in,9454403459
682,GHAZIPUR PS,,NONHARA,so-nonhara.gp@up.gov.in,9454403460
683,GHAZIPUR PS,,KASIMABAD,so-kasimabad.gp@up.gov.in,9454403454
684,GHAZIPUR PS,,SADAT,so-sadat.gp@up.gov.in,9454403461
685,GHAZIPUR PS,,SAIDPUR,so-saidpur.gp@up.gov.in,9454403463
686,GHAZIPUR PS,,GAHMAR,so-gahmar.gp@up.gov.in,9454403449
687,GHAZIPUR PS,,JANGIPUR,so-jangipur.gp@up.gov.in,9454403451
688,GHAZIPUR PS,,KARANDA,so-karanda.gp@up.gov.in,9454403452
689,GHAZIPUR PS,,KARIMUDDINPUR,so-karimuddinpur.gp@up.gov.in,9454403453
690,GHAZIPUR PS,,KOTWALI,so-kotwali.gp@up.gov.in,9454403456
691,GHAZIPUR PS,,MARDAH,so-mardah.gp@up.gov.in,9454403457
692,GONDA PS,,MAHILA THANA,so-mahilathana.gn@up.gov.in,9454404781
693,GONDA PS,,UMRI BEGAMGANJ,so-umribegumganj.gn@up.gov.in,9454403481
694,GONDA PS,,CHHAPIA,so-chapiya.gn@up.gov.in,9454403495
695,GONDA PS,,COLONELGANJ,so-colnolganj.gn@up.gov.in,9454403486
696,GONDA PS,,DHANEPUR,so-dhanepur.gn@up.gov.in,9454403482
697,GONDA PS,,ITIATHOK,so-itiyathok.gn@up.gov.in,9454403483
698,GONDA GRP PS,,GRP GONDA,so-grpgonda.gn@up.gov.in,9454404412
699,GONDA PS,,MOTI GANJ,so-motiganj.gn@up.gov.in,9454403492
700,GONDA PS,,MANKAPUR,so-mankapur.gn@up.gov.in,9454403491
701,GONDA PS,,NAWABGANJ,so-nawabganj.gn@up.gov.in,9454403493
702,GONDA PS,,PARASPUR,so-paraspur.gn@up.gov.in,9454403494
703,GONDA PS,,TARABGANJ,so-tarabganj.gn@up.gov.in,9454403496
704,GONDA PS,,WAZIRGANJ,so-wajirganj.gn@up.gov.in,9454403497
705,GONDA PS,,KATRA BAZAR,so-katrabazar.gn@up.gov.in,9454403484
706,GONDA PS,,KHODARE,so-khodare.gn@up.gov.in,9454403488
707,GONDA PS,,KAURIYA,so-koudiya.gn@up.gov.in,9454403485
708,GONDA PS,,KOTWALI NAGAR,so-kotnagar.gn@up.gov.in,9454403489
709,GONDA PS,,KHARAGUPUR,so-khargupur.gn@up.gov.in,9454403487
710,GONDA PS,,KOTWALI DEHAT,so-kotdehat.gn@up.gov.in,9454403490
711,GORAKHPUR GRP PS,,GRP GORAKHPUR,so-grp.gr@up.gov.in,9454404411
712,GORAKHPUR PS,,BANSGAON,so-bansgaon.gr@up.gov.in,9454403502
713,GORAKHPUR PS,,BARAHALGANJ,so-barhalganj.gr@up.gov.in,9454403501
714,GORAKHPUR PS,,BELGHAT,so-belghat.gr@up.gov.in,9454403504
715,GORAKHPUR PS,,BELIPAR,so-belipar.gr@up.gov.in,9454403503
716,GORAKHPUR PS,,CAMPIERGANJ,so-campierganj.gr@up.gov.in,9454403505
717,GORAKHPUR PS,,AIIMS,so-aiims.gr@up.gov.in,9454254398
718,GORAKHPUR PS,,URUWA BAZAR,so-uruwabazar.gr@up.gov.in,9454403526
719,GORAKHPUR PS,,HARPUR BUDHAT,so-harpurbudhat.gr@up.gov.in,9454403513
720,GORAKHPUR PS,,GIDA,so-gida.gr@up.gov.in,9454402442
721,GORAKHPUR PS,,RAMGARH TAAL,so-ramgarhtal.gr@up.gov.in,9454403529
722,GORAKHPUR PS,,MAHILA THANA,so-mahilathana.gr@up.gov.in,9454403518
723,GORAKHPUR AHTU PS,,ANTI-HUMAN TRAFFICKING UNIT,so-ahtu.gr@up.gov.in,9454457735
724,GORAKHPUR PS,,PIPRAICH,so-pipraich.gr@up.gov.in,9454403519
725,GORAKHPUR PS,,RAJGHAT,so-rajghat.gr@up.gov.in,9454403521
726,GORAKHPUR PS,,SAHJANWA,so-sahjanwa.gr@up.gov.in,9454403522
727,GORAKHPUR PS,,SIKARIGANJ,so-sikriganj.gr@up.gov.in,9454403524
728,GORAKHPUR PS,,SHAHPUR,so-shahpur.gr@up.gov.in,9454403523
729,GORAKHPUR PS,,TIWARIPUR,so-tiwaripur.gr@up.gov.in,9454403525
730,GORAKHPUR PS,,GORAKHNATH,so-gorakhnath.gr@up.gov.in,9454403511
731,GORAKHPUR PS,,JHANGHA,so-jhangha.gr@up.gov.in,9454403514
732,GORAKHPUR PS,,KHAJNI,so-khajni.gr@up.gov.in,9454403515
733,GORAKHPUR PS,,KHORABAR,so-khorabar.gr@up.gov.in,9454403516
734,GORAKHPUR PS,,KOTWALI,so-kotwali.gr@up.gov.in,9454403517
735,GORAKHPUR PS,,PEEPIGANJ,so-pipiganj.gr@up.gov.in,9454403520
736,GORAKHPUR PS,,CANTT,so-cantt.gr@up.gov.in,9454403506
737,GORAKHPUR PS,,CHAURI CHAURA,so-chaurichaura.gr@up.gov.in,9454403507
738,GORAKHPUR PS,,CHILUWATAL,so-chiluatal.gr@up.gov.in,9454403508
739,GORAKHPUR PS,,GAGAHA,so-gagaha.gr@up.gov.in,9454403509
740,GORAKHPUR PS,,GOLA,so-gola.gr@up.gov.in,9454403510
741,GORAKHPUR PS,,GULRIHA,so-gulriha.gr@up.gov.in,9454403512
742,HAMIRPUR PS,,MAHILA THANA,so-mahila.hm@up.gov.in,9454404881
743,HAMIRPUR PS,,BINWAR,so-binwar.hm@up.gov.in,9454403530
744,HAMIRPUR PS,,CHIKASI,so-chikasi.hm@up.gov.in,9454403531
745,HAMIRPUR PS,,JALALPUR,so-jalalpur.hm@up.gov.in,9454403532
746,HAMIRPUR PS,,JARIA,so-jaria.hm@up.gov.in,9454403533
747,HAMIRPUR PS,,KURARA,so-kurara.hm@up.gov.in,9454403536
748,HAMIRPUR PS,,SUMERPUR,so-sumerpur.hm@up.gov.in,9454403543
749,HAMIRPUR PS,,SISOLAR,so-sisolar.hm@up.gov.in,9454403542
750,HAMIRPUR PS,,KOTWALI NAGAR,so-kotwalinagar.hm@up.gov.in,9454403535
751,HAMIRPUR PS,,LALPURA,so-lalpura.hm@up.gov.in,9454403537
752,HAMIRPUR PS,,MAJHGAWAN,so-majhgawan.hm@up.gov.in,9454403538
753,HAMIRPUR PS,,MAUDAHA,so-maudaha.hm@up.gov.in,9454403539
754,HAMIRPUR PS,,MUSKARA,so-muskara.hm@up.gov.in,9454403540
755,HAMIRPUR PS,,RATH,so-rath.hm@up.gov.in,9454403541
756,HAPUR PS,,PILKHUWA,so-pilkhuwa.hp@up.gov.in,9454403424
757,HAPUR PS,,HAFIZPUR,so-hafizpur.hp@up.gov.in,9454403412
758,HAPUR PS,,DHAULANA,so-dhaulana.hp@up.gov.in,9454403410
759,HAPUR PS,,HAPURNAGAR,so-nagar.hp@up.gov.in,9454403413
760,HAPUR PS,,HAPUR DEHAT,so-dehat.hp@up.gov.in,9454403414
761,HAPUR PS,,BABUGARH,so-babugarh.hp@up.gov.in,9454403407
762,HAPUR PS,,GARHMUKTESWAR,so-garhmukteshwar.hp@up.gov.in,9454403411
763,HAPUR PS,,SIMBHAWALI,so-simbhauli.hp@up.gov.in,9454403427
764,HAPUR PS,,BAHADURGARH,so-bahadurgarh.hp@up.gov.in,9454403408
765,HAPUR PS,,MAHILA THANA,so-mahilathana.hp@up.gov.in,9454457885
766,HARDOI PS,,ARWAL,so-arwal.hr@up.gov.in,9454403549
767,HARDOI PS,,ATRAULI,so-atrauli.hr@up.gov.in,9454403550
768,HARDOI PS,,BAGHAULI,so-baghauli.hr@up.gov.in,9454403553
769,HARDOI PS,,BEHTA GOKUL,so-behtagokul.hr@up.gov.in,9454403551
770,HARDOI PS,,BENIGANJ,sho-beniganj.hr@up.gov.in,9454403552
771,HARDOI PS,,BILGRAM,sho-bilgram.hr@up.gov.in,9454403554
772,HARDOI PS,,MAHILA THANA,so-mahilathana.hr@up.gov.in,9454404875
773,HARDOI GRP PS,,GRP HARDOI,Not Available,9454404427
774,HARDOI PS,,QASIMPUR,so-kasimpur.hr@up.gov.in,9454403558
775,HARDOI PS,,SANDI,so-sandi.hr@up.gov.in,9454403569
776,HARDOI PS,,SANDILA,sho-sandila.hr@up.gov.in,9454403570
777,HARDOI PS,,SHAHBAD,sho.shahabad.hr@up.gov.in,9454403568
778,HARDOI PS,,SURSA,so-sursa.hr@up.gov.in,9454403571
779,HARDOI PS,,TANDIAWAN,so-tadiyanwa.hr@up.gov.in,9454403572
780,HARDOI PS,,MADHOGANJ,so-madhoganj.hr@up.gov.in,9454403562
781,HARDOI PS,,MALLAWAN,sho-mallawan.hr@up.gov.in,9454403564
782,HARDOI PS,,MANJHILA,so-majhila.hr@up.gov.in,9454403563
783,HARDOI PS,,PALI,so-pali.hr@up.gov.in,9454403565
784,HARDOI PS,,PIHANI,sho-pihani.hr@up.gov.in,9454403567
785,HARDOI PS,,PACHDEORA,so-pachdeora.hr@up.gov.in,9454403566
786,HARDOI PS,,HARIYAWAN,so-hariyawan.hr@up.gov.in,9454403556
787,HARDOI PS,,HARPALPUR,sho-harpalpur.hr@up.gov.in,9454403555
788,HARDOI PS,,KOTWALI CITY,sho-kotcity.hr@up.gov.in,9454403559
789,HARDOI PS,,KOTWALI DEHAT,sho-kotdehat.hr@up.gov.in,9454403560
790,HARDOI PS,,KACHHAUNA,sho-kachauna.hr@up.gov.in,9454403557
791,HARDOI PS,,LONAR,sho.lonar.hr@up.gov.in,9454403561
792,HATHRAS PS,,HATHRAS KOTWALI,so-hathras.ht@up.gov.in,9454403578
793,HATHRAS PS,,HATHRAS GATE,so-gate.ht@up.gov.in,9454403579
794,HATHRAS PS,,HATHRAS JUNCTION,so-junction.ht@up.gov.in,9454403580
795,HATHRAS PS,,HASAAYAN,so-hasayan.ht@up.gov.in,9454403577
796,HATHRAS PS,,CHANDPA,so-chandpa.ht@up.gov.in,9454403576
797,HATHRAS PS,,MURSAAN,so-mursan.ht@up.gov.in,9454403581
798,HATHRAS PS,,SASNI KOTWALI,so-sasni.ht@up.gov.in,9454403584
799,HATHRAS PS,,SIKANDRARAU,so-srao.ht@up.gov.in,9454403585
800,HATHRAS PS,,SADABAD KOTWALI,so-sadabad.ht@up.gov.in,9454403582
801,HATHRAS PS,,SAHPAU,so-sahpau.ht@up.gov.in,9454403583
802,HATHRAS PS,,MAHILA THANA,so-mahilathana.ht@up.gov.in,9454404868
803,HATHRAS GRP PS,,GRP HATHRAS CITY,so-grp.ht@up.gov.in,9454404455
804,JALAUN PS,,RENDHAR,so-rendhar.jl@up.gov.in,9454403604
805,JALAUN PS,,SIRSA KALAR,so-sirsakalar.jl@up.gov.in,9454403605
806,JALAUN GRP PS,,GRP ORAI,so-grporai.jl@up.gov.in,9454404465
807,JALAUN PS,,KOTWALI ORAI,so-orai.jl@up.gov.in,9454403599
808,JALAUN PS,,KUTHAUND,so-kuthond.jl@up.gov.in,9454403600
809,JALAUN PS,,KOTRA,so-kotra.jl@up.gov.in,9454403598
810,JALAUN PS,,MADHAUGARH,so-madhogarh.jl@up.gov.in,9454403601
811,JALAUN PS,,NADIGAON,so-nadigaon.jl@up.gov.in,9454403602
812,JALAUN PS,,RAMPURA,so-rampura.jl@up.gov.in,9454403603
813,JALAUN PS,,GOHAN,so-gohan.jl@up.gov.in,9454403592
814,JALAUN PS,,KOTWALI JALAUN,so-jalaun.jl@up.gov.in,9454403593
815,JALAUN PS,,KADAURA,so-kadaura.jl@up.gov.in,9454403594
816,JALAUN PS,,KAILIYA,so-kailiya.jl@up.gov.in,9454403595
817,JALAUN PS,,KOTWALI KALPI,so-kalpi.jl@up.gov.in,9454403596
818,JALAUN PS,,KOTWALI KONCH,so-konch.jl@up.gov.in,9454403597
819,JALAUN PS,,ET,so-ait.jl@up.gov.in,9454403591
820,JALAUN PS,,AATA,so-aata.jl@up.gov.in,9454403588
821,JALAUN PS,,MAHILA THANA,so-mahilathana.jl@up.gov.in,9454404779
822,JALAUN PS,,CHURKHI,so-churkhi.jl@up.gov.in,9454403589
823,JALAUN PS,,DAKOR,so-dakor.jl@up.gov.in,9454403590
824,JAUNPUR PS,,MAHILA THANA,so-mahilathana.ju@up.gov.in,9454404885
825,JAUNPUR PS,,BADLAPUR,so-badlapur.ju@up.gov.in,9454403609
826,JAUNPUR PS,,MUGRA BADSHAHPUR,so-mugrabadsahpur.ju@up.gov.in,9454403610
827,JAUNPUR PS,,BAKSA,so-baksha.ju@up.gov.in,9454403611
828,JAUNPUR PS,,BARSATHI,so-barsathi.ju@up.gov.in,9454403612
829,JAUNPUR PS,,CHANDAWAK,so-chandwak.ju@up.gov.in,9454403613
830,JAUNPUR PS,,SURERI,so-sureri.ju@up.gov.in,9454403634
831,JAUNPUR PS,,GAURA BADSHAHPUR,so-gaurabadsahpur.ju@up.gov.in,9454403614
832,JAUNPUR PS,,ZAFRABAD,so-zafrabad.ju@up.gov.in,9454403635
833,JAUNPUR PS,,PAWARA,so-pawara.ju@up.gov.in,9454403626
834,JAUNPUR GRP PS,,GRP JAUNPUR,so-grp.ju@up.gov.in,9454404463
835,JAUNPUR AHTU PS,,ANTI-HUMAN TRAFFICKING UNIT,so-ahtu.ju@up.gov.in,9454457741
836,JAUNPUR PS,,SARAI KHWAJA,so-saraikhwaja.ju@up.gov.in,9454403628
837,JAUNPUR PS,,SARPATAHA,so-sarpataha.ju@up.gov.in,9454403621
838,JAUNPUR PS,,SHAHGANJ,so-shahganj.ju@up.gov.in,9454403630
839,JAUNPUR PS,,SIKRARA,so-sikrara.ju@up.gov.in,9454403631
840,JAUNPUR PS,,SUJANGANJ,so-sujanganj.ju@up.gov.in,9454403633
841,JAUNPUR PS,,SIGRAMAU,so-sigramau.ju@up.gov.in,9454403632
842,JAUNPUR PS,,MACHHALI SHAHAR,so-machchlishahar.ju@up.gov.in,9454403629
843,JAUNPUR PS,,MARIYAHUN,so-mariyahu.ju@up.gov.in,9454403622
844,JAUNPUR PS,,MEERGANJ,so-meerganj.ju@up.gov.in,9454403624
845,JAUNPUR PS,,MAHARAJ GANJ,so-maharajganj.ju@up.gov.in,9454403623
846,JAUNPUR PS,,NEWADHIYA,so-newadhiya.ju@up.gov.in,9454403625
847,JAUNPUR PS,,RAMPUR,so-rampur.ju@up.gov.in,9454403627
848,JAUNPUR PS,,JALALPUR,so-jalalpur.ju@up.gov.in,9454403615
849,JAUNPUR PS,,KERAKAT,so-kerakat.ju@up.gov.in,9454403616
850,JAUNPUR PS,,KHUTHAN,so-khuthan.ju@up.gov.in,9454403618
851,JAUNPUR PS,,KOTWALI,so-kotwali.ju@up.gov.in,9454403619
852,JAUNPUR PS,,KHETA SARAI,so-khetasarai.ju@up.gov.in,9454403617
853,JAUNPUR PS,,LINE BAZAR,so-linebazar.ju@up.gov.in,9454403620
854,JHANSI GRP PS,,GRP JHANSI,so-grp.jh@up.gov.in,9454404423
855,JHANSI PS,,BABINA,so-babina.jh@up.gov.in,9454403637
856,JHANSI PS,,BADAGAON,so-baragaon.jh@up.gov.in,9454403638
857,JHANSI PS,,BARUASAGAR,so-baruasagar.jh@up.gov.in,9454403639
858,JHANSI PS,,CHIRGAON,so-chirgaon.jh@up.gov.in,9454403640
859,JHANSI PS,,ERACH,so-erach.jh@up.gov.in,9454403641
860,JHANSI PS,,TODI FATEHPUR,so-todifatahpur.jh@up.gov.in,9454403661
861,JHANSI PS,,ULDAN,so-uldan.jh@up.gov.in,9454403662
862,JHANSI PS,,MAHILA THANA,so-mahilathana.jh@up.gov.in,9454403648
863,JHANSI AHTU PS,,ANTI-HUMAN TRAFFICKING UNIT,so-antihumantraff.jh@up.gov.in,7839855171
864,JHANSI PS,,SADAR BAZAR,so-sadarbazar.jh@up.gov.in,9454403655
865,JHANSI PS,,SAMTHAR,so-samthar.jh@up.gov.in,9454403657
866,JHANSI PS,,SHAHJHANPUR,so-sahajahanpur.jh@up.gov.in,9454403658
867,JHANSI PS,,SAKRAR,so-sakrar.jh@up.gov.in,9454403656
868,JHANSI PS,,SIPRI BAZAR,so-sipribazar.jh@up.gov.in,9454403659
869,JHANSI PS,,TEHRAULI,so-tehrauli.jh@up.gov.in,9454403660
870,JHANSI PS,,MAURANIPUR,so-mauranipur.jh@up.gov.in,9454403650
871,JHANSI PS,,MOTH,so-moth.jh@up.gov.in,9454403649
872,JHANSI PS,,NAWABAD,so-nawabad.jh@up.gov.in,9454403651
873,JHANSI PS,,PREM NAGAR,so-premnagar.jh@up.gov.in,9454403653
874,JHANSI PS,,POONCH,so-punch.jh@up.gov.in,9454403652
875,JHANSI PS,,RAKSA,so-raksha.jh@up.gov.in,9454403654
876,JHANSI PS,,GARAUTHA,so-garautha.jh@up.gov.in,9454403642
877,JHANSI PS,,GURSARAI,so-gursarai.jh@up.gov.in,9454403643
878,JHANSI PS,,KATERA,so-katera.jh@up.gov.in,9454403645
879,JHANSI PS,,KOTWALI,so-kotwali.jh@up.gov.in,9454403646
880,JHANSI PS,,KAKARWAI,so-kakarwai.jh@up.gov.in,9454403644
881,JHANSI PS,,LAHCHURA,so-lahchura.jh@up.gov.in,9454403647
882,JYOTIBAPHULLEYNAGAR PS,,ADAMPUR,so-adampur.jp@up.gov.in,9454403668
883,JYOTIBAPHULLEYNAGAR PS,,AMROHA DEHAT,so-amrohadehat.jp@up.gov.in,9454403669
884,JYOTIBAPHULLEYNAGAR PS,,AMROHA NAGAR,so-amrohanagar.jp@up.gov.in,9454403670
885,JYOTIBAPHULLEYNAGAR PS,,BACHRAUN,so-bachraun.jp@up.gov.in,9454403671
886,JYOTIBAPHULLEYNAGAR PS,,MANDI DHANAURA,so-dhanaura.jp@up.gov.in,9454403672
887,JYOTIBAPHULLEYNAGAR PS,,DIDAULI,so-didoli.jp@up.gov.in,9454403673
888,JYOTIBAPHULLEYNAGAR PS,,GAJRAULA,so-gajraula.jp@up.gov.in,9454403674
889,JYOTIBAPHULLEYNAGAR PS,,HASANPUR,so-hasanpur.jp@up.gov.in,9454403675
890,JYOTIBAPHULLEYNAGAR PS,,NAUGAWA SADAT,so-naugawansadat.jp@up.gov.in,9454403676
891,JYOTIBAPHULLEYNAGAR PS,,RAJABPUR,so-rajabpur.jp@up.gov.in,9454403677
892,JYOTIBAPHULLEYNAGAR PS,,SAIDNAGLI,so-saidnagli.jp@up.gov.in,9454403678
893,JYOTIBAPHULLEYNAGAR PS,,MAHILA THANA,so-mahilathana.jp@up.gov.in,9454404777
894,KANNAUJ PS,,MAHILA THANA,sho-mahilathana.kj@up.gov.in,9454404871
895,KANNAUJ PS,,KOTWALI CHHIBRAMAU,sho-kotwalicbr.kj@up.gov.in,9454403680
896,KANNAUJ PS,,KOTWALI GURSAHAIGANJ,sho-kotwaligur.kj@up.gov.in,9454403681
897,KANNAUJ PS,,INDERGARH,sho-indergarh.kj@up.gov.in,9454403682
898,KANNAUJ PS,,KOTWALI KANNAUJ,sho-kotwaliknj.kj@up.gov.in,9454403683
899,KANNAUJ PS,,SAURIKH,sho-saurikh.kj@up.gov.in,9454403684
900,KANNAUJ PS,,TALGRAM,sho-talgram.kj@up.gov.in,9454403685
901,KANNAUJ PS,,THATHIA,sho-thathiya.kj@up.gov.in,9454403686
902,KANNAUJ PS,,KOTWALI TIRWA,sho-kotwalitirwa.kj@up.gov.in,9454403687
903,KANNAUJ PS,,VISHUNGARH,sho-vishungarh.kj@up.gov.in,9454403688
904,KANPUR CITY PS,,ANWARGANJ,so-anwarganj.kn@up.gov.in,9454403709
905,KANPUR CITY PS,,ARMAPUR,so-armapur.kn@up.gov.in,9454403710
906,KANPUR CITY PS,,BADSHAHI NAKA,so-badshahinaka.kn@up.gov.in,9454403712
907,KANPUR CITY PS,,BABUPURWA,so-babupurva.kn@up.gov.in,9454403711
908,KANPUR CITY PS,,BAJARIA,so-bajaria.kn@up.gov.in,9415177944
909,KANPUR CITY PS,,BARRA,so-barra.kn@up.gov.in,9454403714
910,KANPUR CITY PS,,SWAROP NAGAR,so-swaroopnagar.kn@up.gov.in,9454403752
911,KANPUR CITY PS,,GWALTOLI,so-gwaltoli.kn@up.gov.in,9454403727
912,KANPUR CITY GRP PS,,GRP KANPUR,Not Available,9454404416
913,KANPUR CITY GRP PS,,GRP BHEEMSEN,Not Available,9454404467
914,KANPUR CITY PS,,SAADH,so-saadh.kn@up.gov.in,9454403757
915,KANPUR CITY PS,,RAIPURWA,so-raipurva.kn@up.gov.in,9454403747
916,KANPUR CITY PS,,RAILBAZAR,so-railbazar.kn@up.gov.in,9454403746
917,KANPUR CITY PS,,SACHENDI,so-sachendi.kn@up.gov.in,9454403748
918,KANPUR CITY PS,,SAJETI,so-sajeti.kn@up.gov.in,9454403749
919,KANPUR CITY PS,,SHIVRAJPUR,so-shivrajpur.kn@up.gov.in,9454403750
920,KANPUR CITY PS,,SISAMAU,so-sisamau.kn@up.gov.in,9454403751
921,KANPUR CITY PS,,MOOL GANJ,so-moolganj.kn@up.gov.in,9454403739
922,KANPUR CITY PS,,NAUBASTA,so-naubasta.kn@up.gov.in,9690009125
923,KANPUR CITY PS,,NARWAL,so-narwal.kn@up.gov.in,9454403740
924,KANPUR CITY PS,,NAZIRABAD,so-nazirabad.kn@up.gov.in,9454403743
925,KANPUR CITY PS,,NAWABGANJ,so-nawabganj.kn@up.gov.in,9454403742
926,KANPUR CITY PS,,PANKI,so-panki.kn@up.gov.in,9454403744
927,KANPUR CITY PS,,KOTWALI,so-kotwali.kn@up.gov.in,9454403736
928,KANPUR CITY PS,,KAKADEV,so-kakadev.kn@up.gov.in,9454403730
929,KANPUR CITY PS,,KOHNA,so-kohna.kn@up.gov.in,9454403735
930,KANPUR CITY PS,,MAHARAJPUR,so-maharajpur.kn@up.gov.in,9454403738
931,KANPUR CITY PS,,MAHILA THANA,so-mahilathana.kn@up.gov.in,9454403737
932,KANPUR CITY PS,,GHATAMPUR,so-ghatampur.kn@up.gov.in,9454403725
933,KANPUR CITY PS,,GOVIND NAGAR,so-govindnagar.kn@up.gov.in,9839955389
934,KANPUR CITY PS,,HARBANS MOHAL,so-harbansmohal.kn@up.gov.in,9454403728
